player_name,team,position,position_raw,age,club_name,birth_year,matches_played,starts,total_minutes_tournament,nineties,total_goals_tournament,total_assists_tournament,goals_plus_assists,non_penalty_goals,penalty_goals,penalty_attempts,yellow_cards_tournament,red_cards_tournament,goals_per90,assists_per90
Abdul Rahman Baba,Ghana,Defender,DFMF,31,1.gr PAOK,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Anthony Ralston,Scotland,Defender,DF,27,1.sct Celtic,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Gonçalo Ramos,Portugal,Forward,FW,24,1.fr PSG,2001,2,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0.0
Jiovany Ramos,Panama,Defender,DF,29,1.ve Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Jesse Randall,New Zealand,Midfielder,MF,23,1.au Auckland FC,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Raúl Rangel,Mexico,Goalkeeper,GK,26,1.mx Guadalajara,2000,5,5,437,4.9,0,0,0,0,0,0,0,0,0.0,0.0
Raphinha,Brazil,Midfielder,MFFW,29,1.es Barcelona,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Nizar Al Rashdan,Jordan,Midfielder,MF,27,1.qa Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0.0
Marcus Rashford,England,Midfielder,MF,28,1.es Barcelona,1997,6,3,223,2.5,1,1,2,1,0,0,0,0,0.4,0.4
Nicolas Raskin,Belgium,Midfielder,MF,25,1.sct Rangers,2001,6,3,341,3.8,0,2,2,0,0,0,0,0,0.0,0.53
David Raum,Germany,Defender,DF,28,1.de RB Leipzig,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Noor Al Rawabdeh,Jordan,Midfielder,MF,29,1.my Selangor FA,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33
Rayan,Brazil,Forward,FWMF,19,1.eng Bournemouth,2006,4,3,288,3.2,0,1,1,0,0,0,0,0,0.0,0.31
Iqraam Rayners,South Africa,Forward,FW,30,1.za Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Tim Ream,USA,Defender,DF,38,1.us Charlotte,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Tijjani Reijnders,Netherlands,Midfielder,MF,27,1.eng Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0.0,0.45
Omar Rekik,Tunisia,Defender,DF,24,1.si NK Maribor,2001,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0
Israel Reyes,Mexico,Defender,DF,26,1.mx América,2000,4,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0
Gio Reyna,USA,Midfielder,MF,23,1.de Gladbach,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.0
Ramin Rezaeian,IR Iran,Defender,DFMF,36,1.ir Foolad,1990,3,3,270,3.0,2,1,3,2,0,0,0,0,0.67,0.33
Chadi Riad,Morocco,Defender,DF,22,1.eng Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0.0,0.26
Declan Rice,England,Midfielder,MF,27,1.eng Arsenal,1999,7,7,557,6.2,1,2,3,1,0,0,2,0,0.16,0.32
Chris Richards,USA,Defender,DF,26,1.eng Crystal Palace,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0
Fabian Rieder,Switzerland,Midfielder,MFFW,24,1.de Augsburg,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0
Richard Ríos,Colombia,Midfielder,MF,26,1.pt Benfica,2000,5,0,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0
Ró-Ró,Qatar,Defender,DF,35,1.qa Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Andy Robertson,Scotland,Defender,DF,32,1.eng Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0
Antonee Robinson,USA,Defender,DFMF,28,1.eng Fulham,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0
Miles Robinson,USA,Defender,DF,29,1.us FC Cincinnati,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Sergio Rochet,Uruguay,Goalkeeper,GK,33,1.br Internacional,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Rodri,Spain,Midfielder,MF,29,1.eng Manchester City,1996,8,8,724,8.0,0,0,0,0,0,0,0,0,0.0,0.0
Garry Rodrigues,Cabo Verde,Midfielder,MF,35,1.cy Apollon Limassol,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Brian Rodríguez,Uruguay,Forward,FWMF,26,1.mx América,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0
James Rodríguez,Colombia,Forward,FWMF,34,1.us Minnesota Utd,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0
Kevin Rodríguez,Ecuador,Forward,FW,26,1.be Union SG,2000,4,0,118,1.3,0,1,1,0,0,0,0,0,0.0,0.76
Ricardo Rodríguez,Switzerland,Defender,DF,33,1.es Real Betis,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0.0,0.17
Tomás Rodríguez,Panama,Forward,FW,27,1.cr Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Godfried Roemeratoe,Curaçao,Midfielder,MF,26,2.nl RKC Waalwijk,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Morgan Rogers,England,Midfielder,MF,23,1.eng Aston Villa,2002,7,3,339,3.8,0,1,1,0,0,0,0,0,0.0,0.27
Cristian Romero,Argentina,Defender,DF,28,1.eng Tottenham,1998,7,7,608,6.8,1,0,1,1,0,0,2,0,0.15,0.0
Luis Romo,Mexico,Midfielder,MF,31,1.mx Guadalajara,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34
Cristiano Ronaldo,Portugal,Forward,FW,41,1.sa Al-Nassr,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0.0
Eloy Room,Curaçao,Goalkeeper,GK,37,2.us Miami FC,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Marten de Roon,Netherlands,Defender,DFMF,35,1.it Atalanta,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Saed Al-Rosan,Jordan,Defender,DF,29,1.jo Al-Hussein SC,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Antonio Rüdiger,Germany,Defender,DF,33,1.es Real Madrid,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0
Fabián Ruiz Peña,Spain,Midfielder,MF,30,1.fr PSG,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.0
Mathew Ryan,Australia,Goalkeeper,GK,34,1.es Levante,1992,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Julian Ryerson,Norway,Defender,DF,28,1.de Dortmund,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0
Elias Saad,Tunisia,Midfielder,MFFW,26,2.de Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Marwane Saâdane,Morocco,Defender,DFMF,34,1.sa Al-Fateh,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Mustafa Saadoon,Iraq,Defender,DF,25,1.iq Al-Shorta,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Mahmoud Saber,Egypt,Midfielder,MF,24,1.eg ZED,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0
Marcel Sabitzer,Austria,Midfielder,MF,32,1.de Dortmund,1994,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0
Noah Sadiki,Congo DR,Midfielder,MF,21,1.eng Sunderland,2004,4,2,259,2.9,0,0,0,0,0,0,2,0,0.0,0.0
Michal Sadílek,Czechia,Midfielder,MF,27,1.cz Slavia Prague,1999,3,2,183,2.0,1,0,1,1,0,0,0,0,0.49,0.0
Alexis Saelemaekers,Belgium,Midfielder,MF,26,1.it Milan,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0.0
Ismael Saibari,Morocco,Forward,FW,25,1.nl PSV,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0.0
Bukayo Saka,England,Midfielder,MF,24,1.eng Arsenal,2001,7,3,358,4.0,3,3,6,2,1,1,0,0,0.75,0.75
Mohamed Salah,Egypt,Forward,FWMF,33,1.eng Liverpool,1992,5,5,425,4.7,1,2,3,1,0,0,0,0,0.21,0.42
Anass Salah-Eddine,Morocco,Defender,DF,24,1.nl PSV,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Nathan Saliba,Canada,Midfielder,MF,22,1.be Anderlecht,2004,3,2,182,2.0,1,2,3,1,0,0,1,0,0.49,0.99
William Saliba,France,Defender,DF,25,1.eng Arsenal,2001,6,6,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Shurandy Sambo,Curaçao,Defender,DF,24,1.nl Sparta R.,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Antonio Sanabria,Paraguay,Forward,FW,30,1.it Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Davinson Sánchez,Colombia,Defender,DF,30,1.tr Galatasaray,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0
Jorge Sánchez,Mexico,Defender,DF,28,1.gr PAOK,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0.0,0.26
Alex Sandro,Brazil,Defender,DFMF,35,1.br Flamengo,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Leroy Sané,Germany,Midfielder,MF,30,1.tr Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0.0
Ibrahim Sangaré,Côte d'Ivoire,Midfielder,MF,28,1.eng Nottingham,1997,4,3,268,3.0,0,1,1,0,0,0,0,0,0.0,0.34
Kaishū Sano,Japan,Midfielder,MF,25,1.de Mainz 05,2000,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33
Danilo Santos,Brazil,Midfielder,MF,25,1.br Botafogo–RJ,2001,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Douglas Santos,Brazil,Defender,DF,32,1.ru Zenit,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0.0,0.0
Bara Sapoko Ndiaye,Senegal,Midfielder,MF,18,1.de Bayern Munich,2007,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Ismaila Sarr,Senegal,Midfielder,MFFW,28,1.eng Crystal Palace,1998,4,4,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25
Farrukh Sayfiev,Uzbekistan,Defender,DFMF,35,1.uz Neftchi FK,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Amine Sbai,Morocco,Forward,FWMF,25,1.fr Angers,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Joe Scally,USA,Defender,DF,23,1.de Gladbach,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Patrik Schick,Czechia,Forward,FW,30,1.de Leverkusen,1996,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Andreas Schjelderup,Norway,Forward,FW,22,1.pt Benfica,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07
Alexander Schlager,Austria,Goalkeeper,GK,30,1.at RB Salzburg,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Xaver Schlager,Austria,Midfielder,MF,28,1.de RB Leipzig,1997,4,4,238,2.6,0,1,1,0,0,0,0,0,0.0,0.38
Nico Schlotterbeck,Germany,Defender,DF,26,1.de Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.0
Romano Schmid,Austria,Midfielder,MFFW,26,1.de Werder Bremen,2000,4,4,263,2.9,1,0,1,1,0,0,0,0,0.34,0.0
Kamogelo Sebelebele,South Africa,Defender,DFMF,23,1.za Orlando Pirates,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Abdoulaye Seck,Senegal,Defender,DF,34,1.il Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.0,1.58
Alidu Seidu,Ghana,Defender,DF,26,1.fr Rennes,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0
Nicolas Seiwald,Austria,Midfielder,MF,25,1.de RB Leipzig,2001,4,4,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0
Ayumu Seko,Japan,Defender,DF,26,1.fr Le Havre,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Egil Selvik,Norway,Goalkeeper,GK,28,2.eng Watford,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Ken Sema,Sweden,Forward,FWMF,32,1.cy Pafos FC,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Nélson Semedo,Portugal,Defender,DFMF,32,1.tr Fenerbahçe,1993,4,0,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0
Willy Semedo,Cabo Verde,Forward,FW,32,1.cy AC Omonia,1994,3,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Antoine Semenyo,Ghana,Midfielder,MFFW,26,1.eng Manchester City,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Marvin Senaya,Ghana,Defender,DF,25,1.fr Auxerre,2001,4,4,278,3.1,0,0,0,0,0,0,0,0,0.0,0.0
Marcos Senesi,Argentina,Defender,DF,29,1.eng Bournemouth,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Igor Sergeev,Uzbekistan,Forward,FW,33,1.ir Persepolis,1993,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Jean Seri,Côte d'Ivoire,Midfielder,MF,34,1.si NK Maribor,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Kim Seung-gyu,Korea Republic,Goalkeeper,GK,35,1.jp FC Tokyo,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Paik Seung-ho,Korea Republic,Midfielder,MF,29,2.eng Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0
Joaquin Seys,Belgium,Defender,DF,21,1.be Club Brugge,2005,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Jacob Shaffelburg,Canada,Midfielder,MF,26,1.us LAFC,1999,5,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0
Mohammed Abu Al-Shamat,Saudi Arabia,Midfielder,MF,23,1.sa Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Lawrence Shankland,Scotland,Forward,FW,30,1.sct Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0
Sharara,Jordan,Forward,FW,28,1.ma Raja Casablanca,1997,2,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0
Aimar Sher,Iraq,Midfielder,MF,23,1.no Sarpsborg 08,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Kento Shiogai,Japan,Forward,FW,21,1.de Wolfsburg,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Mostafa Shobeir,Egypt,Goalkeeper,GK,26,1.eg Al Ahly,2000,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0
Eldor Shomurodov,Uzbekistan,Forward,FW,30,1.tr Başakşehir,1995,3,3,269,3.0,1,0,1,1,0,0,0,0,0.33,0.0
Otabek Shukurov,Uzbekistan,Midfielder,MF,29,1.ae Baniyas FC,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Nkosinathi Sibisi,South Africa,Defender,DF,30,1.za Orlando Pirates,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0
Kwasi Sibo,Ghana,Midfielder,MF,27,1.es Oviedo,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0
Niko Sigur,Canada,Midfielder,MF,22,1.hr Hajduk Split,2003,3,1,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0
Bernardo Silva,Portugal,Midfielder,MF,31,1.eng Manchester City,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0.0,0.0
Éderson Silva,Brazil,Midfielder,MF,26,1.it Atalanta,1999,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Giuliano Simeone,Argentina,Forward,FW,23,1.es Atlético Madrid,2002,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Dominique Simon,Haiti,Midfielder,MF,25,1.sk 1. FC Tatran Prešov B,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Unai Simón,Spain,Goalkeeper,GK,29,1.es Athletic Club,1997,8,8,750,8.3,0,0,0,0,0,0,0,0,0.0,0.0
Sarpreet Singh,New Zealand,Midfielder,MF,27,1.au Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0
Wilfried Singo,Côte d'Ivoire,Defender,DF,25,1.tr Galatasaray,2000,2,2,171,1.9,0,1,1,0,0,0,0,0,0.0,0.53
Sphephelo Sithole,South Africa,Midfielder,MF,27,1.pt Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0.0,0.0
Ellyes Skhiri,Tunisia,Midfielder,MFDF,31,1.de Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0
Alexandr Sojka,Czechia,Midfielder,MFDF,23,1.cz Viktoria Plzeň,2003,3,2,141,1.6,0,1,1,0,0,0,0,0,0.0,0.64
Ramón Sosa,Paraguay,Forward,FWMF,26,1.br Palmeiras,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Tomáš Souček,Czechia,Midfielder,MF,31,1.eng West Ham,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0
Harry Souttar,Australia,Defender,DF,27,2.eng Leicester City,1998,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0
Djibril Sow,Switzerland,Midfielder,MF,29,1.es Sevilla,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0
Çağlar Söyüncü,Türkiye,Defender,DF,30,1.tr Fenerbahçe,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Djed Spence,England,Defender,DF,25,1.eng Tottenham,2000,8,4,404,4.5,0,0,0,0,0,0,0,0,0.0,0.0
Marko Stamenic,New Zealand,Midfielder,MF,24,2.eng Swansea City,2002,3,3,269,3.0,0,0,0,0,0,0,1,0,0.0,0.0
Josip Stanišić,Croatia,Defender,DFMF,26,1.de Bayern Munich,2000,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25
Carl Starfelt,Sweden,Defender,DF,31,1.es Celta Vigo,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Ross Stewart,Scotland,Forward,FW,29,2.eng Southampton,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Angelo Stiller,Germany,Midfielder,MF,25,1.de Stuttgart,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
John Stones,England,Defender,DF,32,1.eng Manchester City,1994,5,3,330,3.7,0,0,0,0,0,0,0,0,0.0,0.0
Jørgen Strand Larsen,Norway,Forward,FW,26,1.eng Crystal Palace,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0.0,0.0
Elliot Stroud,Sweden,Midfielder,MF,23,1.se Mjällby,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Luis Suárez,Colombia,Forward,FW,28,1.pt Sporting CP,1997,5,3,331,3.7,0,1,1,0,0,0,1,0,0.0,0.27
Luka Sučić,Croatia,Forward,FWMF,23,1.es Real Sociedad,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Petar Sučić,Croatia,Midfielder,MFFW,22,1.it Inter,2003,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31
Yukinari Sugawara,Japan,Midfielder,MF,25,1.de Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0
Rebin Sulaka,Iraq,Defender,DF,34,1.th Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0
Pavel Šulc,Czechia,Forward,FW,25,1.fr Lyon,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Kamaldeen Sulemana,Ghana,Midfielder,MFFW,24,1.us Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0
Crysencio Summerville,Netherlands,Forward,FW,24,1.eng West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71
Ivan Šunjić,Bosnia–Herz,Midfielder,MF,29,1.cy Pafos FC,1996,4,3,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0
Finn Surman,New Zealand,Defender,DF,22,1.us Portland Timbers,2003,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0
Josip Šutalo,Croatia,Defender,DF,26,1.nl Ajax,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Junnosuke Suzuki,Japan,Defender,DF,22,1.dk FC Copenhagen,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0
Yuito Suzuki,Japan,Forward,FWMF,24,1.de Freiburg,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Zion Suzuki,Japan,Goalkeeper,GK,23,1.it Parma,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0
Mattias Svanberg,Sweden,Midfielder,MF,27,1.de Wolfsburg,1999,2,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.0
Daniel Svensson,Sweden,Defender,DF,24,1.de Dortmund,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0
Alexander Sørloth,Norway,Forward,FW,30,1.es Atlético Madrid,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0
Musa Al-Taamari,Jordan,Forward,FW,29,1.fr Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42
Haris Tabaković,Bosnia–Herz,Forward,FW,31,2.de Schalke 04,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0
Lee Tae-seok,Korea Republic,Midfielder,MF,23,1.at Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0
Nicolás Tagliafico,Argentina,Defender,DF,33,1.fr Lyon,1992,7,5,476,5.3,0,0,0,0,0,0,0,0,0.0,0.0
Jonathan Tah,Germany,Defender,DF,30,1.de Bayern Munich,1996,4,4,372,4.1,0,0,0,0,0,0,0,0,0.0,0.0
Benjamin Tahirovic,Bosnia–Herz,Midfielder,MF,23,1.dk Brøndby,2003,4,2,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0
Zaid Tahseen,Iraq,Defender,DF,25,1.uz Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0
Chemsdine Talbi,Morocco,Midfielder,MF,21,1.eng Sunderland,2005,5,1,179,2.0,0,1,1,0,0,0,0,0,0.0,0.5
Montassar Talbi,Tunisia,Defender,DF,28,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0
Hassan Al Tambakti,Saudi Arabia,Defender,DF,27,1.sa Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0
Ao Tanaka,Japan,Midfielder,MF,27,1.eng Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0
Shogo Taniguchi,Japan,Defender,DF,34,1.be Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0
Mehdi Taremi,IR Iran,Forward,FW,33,1.gr Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0.0,0.0
Aurélien Tchouaméni,France,Midfielder,MF,26,1.es Real Madrid,2000,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25
Arthur Theate,Belgium,Defender,DF,26,1.de Frankfurt,2000,3,2,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0
Igor Thiago,Brazil,Forward,FW,24,1.eng Brentford,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Malick Thiaw,Germany,Defender,DFMF,24,1.eng Newcastle,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Ryan Thomas,New Zealand,Midfielder,MF,31,1.nl Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Brandon Thomas-Asante,Ghana,Forward,FWMF,27,2.eng Coventry City,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Morten Thorsby,Norway,Midfielder,MF,30,1.it Cremonese,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0
Kristian Thorstvedt,Norway,Midfielder,MF,27,1.it Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0
Marcus Thuram,France,Forward,FWMF,28,1.it Inter,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0
Youri Tielemans,Belgium,Midfielder,MF,29,1.eng Aston Villa,1997,5,5,474,5.3,2,0,2,1,1,1,0,0,0.38,0.0
Kieran Tierney,Scotland,Midfielder,MF,29,1.sct Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0
Guus Til,Netherlands,Forward,FWMF,28,1.nl PSV,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0
Malik Tillman,USA,Midfielder,MF,24,1.de Leverkusen,2002,5,4,356,4.0,2,1,3,2,0,0,1,0,0.51,0.25
Quinten Timber,Netherlands,Midfielder,MF,24,1.fr Marseille,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0
Takehiro Tomiyasu,Japan,Defender,DF,27,1.nl Ajax,1998,3,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0
Ivan Toney,England,Forward,FW,30,1.sa Al-Ahli,1996,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Mehdi Torabi,IR Iran,Midfielder,MF,31,1.ir Tractor,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0
Félix Torres Caicedo,Ecuador,Defender,DF,29,1.br Internacional,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0
Ferran Torres,Spain,Forward,FW,26,1.es Barcelona,2000,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31
Sebastian Tounekti,Tunisia,Forward,FW,23,1.sct Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Bazoumana Touré,Côte d'Ivoire,Midfielder,MF,20,1.de Hoffenheim,2006,3,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0
Mo Touré,Australia,Forward,FW,22,2.eng Norwich City,2004,3,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0
Kai Trewin,Australia,Defender,DFMF,25,1.us NYCFC,2001,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0
Trézéguet,Egypt,Midfielder,MF,31,1.eg Al Ahly,1994,4,1,164,1.8,1,1,2,1,0,0,0,0,0.55,0.55
Francisco Trincão,Portugal,Forward,FWMF,26,1.pt Sporting CP,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0
